# Time	[BT]	Values[cca]	
0	0	107446	
4	14756.3	107446	
8	24259.9	107446	
12	30380.6	107446	
16	34322.5	107446	
20	36861.2	107446	
24	38496.3	107446	
28	39549.3	107446	
32	40227.5	107446	
36	40664.3	107446	
40	40945.6	107446	
44	41126.7	107446	
48	41243.4	107446	
52	41318.6	107446	
56	41367	107446	
60	41398.1	107446	
64	41418.2	107446	
68	41431.1	107446	
72	41439.5	107446	
76	41444.8	107446	
80	41448.3	107446	
84	41450.5	107446	
88	41451.9	107446	
92	41452.9	107446	
96	41453.5	107446	
100	41453.8	107446	
104	41454.1	107446	
108	41454.3	107446	
112	41454.4	107446	
116	41454.4	107446	
120	41454.5	107446	
124	41454.5	107446	
128	41454.5	107446	
132	41454.5	107446	
136	41454.5	107446	
140	41454.5	107446	
144	41454.5	107446	
148	41454.5	107446	
152	41454.5	107446	
156	41454.5	107446	
160	41454.5	107446	
164	41454.5	107446	
168	41454.5	107446	
172	41454.5	107446	
176	41454.5	107446	
180	41454.5	107446	
184	41454.5	107446	
188	41454.5	107446	
192	41454.5	107446	
196	41454.5	107446	
200	41454.5	107446	
204	41454.5	107446	
208	41454.5	107446	
212	41454.5	107446	
216	41454.5	107446	
220	41454.5	107446	
224	41454.5	107446	
228	41454.5	107446	
232	41454.5	107446	
236	41454.5	107446	
240	41454.5	107446	
244	41454.5	107446	
248	41454.5	107446	
252	41454.5	107446	
256	41454.5	107446	
260	41454.5	107446	
264	41454.5	107446	
268	41454.5	107446	
272	41454.5	107446	
276	41454.5	107446	
280	41454.5	107446	
284	41454.5	107446	
288	41454.5	107446	
292	41454.5	107446	
296	41454.5	107446	
300	41454.5	107446	
304	41454.5	107446	
308	41454.5	107446	
312	41454.5	107446	
316	41454.5	107446	
320	41454.5	107446	
324	41454.5	107446	
328	41454.5	107446	
332	41454.5	107446	
336	41454.5	107446	
340	41454.5	107446	
344	41454.5	107446	
348	41454.5	107446	
352	41454.5	107446	
356	41454.5	107446	
360	41454.5	107446	
364	41454.5	107446	
368	41454.5	107446	
372	41454.5	107446	
376	41454.5	107446	
380	41454.5	107446	
384	41454.5	107446	
388	41454.5	107446	
392	41454.5	107446	
396	41454.5	107446	
400	41454.5	107446	
404	41454.5	107446	
408	41454.5	107446	
